KBLN KAOB/NBLR.md3 3.0 0.0
KNUCKLES KAPL/KKNUCKLES.md3 3.0 0.0
LEVL BLANK.md3 3.0 0.0
MAGN OBJE/MAGN.md3 3.0 0.0
MEDR ENMY/MEDR.md3 3.0 0.0
METALSONIC KAPL/KMETAL.md3 3.0 0.0
METAL_SONIC KAPL/KMETAL.md3 3.0 0.0
MIGHTY KAPL/KMIGHTY.md3 3.0 0.0
MIXU OBJE/MIXU.md3 1.5 0.0
MNUS ENMY/MNUS.md3 3.0 0.0
MTEX OBJE/MTEX.md3 1.5 0.0
MTYM KAOB/MOLE.md3 3.0 0.0
NEDR ENMY/MEDR.md3 3.0 0.0
NOCC OBJE/THOK.md3 3.0 0.0
OFRT KAOB/TFRT.md3 3.0 0.0
OMEGA KAPL/KOMEGA.md3 3.0 0.0
ORBN KAOB/PNTY.md3 3.0 0.0
OSHD KAOB/OSHD.md3 3.0 0.0
OVOL BLANK.md3 3.0 0.0
PBOM KAOB/PBOM.md3 3.0 0.0
PFRT KAOB/HFRT.md3 3.0 0.0
PINV OBJE/PINV.md3 1.5 0.0
PITA OBJE/MAGN.md3 3.0 0.0
PITY OBJE/PITY.md3 3.0 0.0
PNTY ENMY/PNTY.md3 3.0 0.0
POSS ENMY/POSS.md3 3.0 0.0
PRUP OBJE/PRUP.md3 1.5 0.0
PTTV OBJE/PTTV.md3 1.5 0.0
QUES OBJE/QUES.md3 1.5 0.0
RBUZ ENMY/RBUZ.md3 3.0 0.0
RECY OBJE/RECY.md3 1.5 0.0
RETI KAOB/REDI.md3 3.0 0.0
RFRT KAOB/SFRT.md3 3.0 0.0
RINV OBJE/RINV.md3 3.0 0.0
RNDM KAOB/RNDM.md3 2.75 0.0
ROUGE KAPL/KROUGE.md3 3.0 0.0
RRBX OBJE/RRBX.md3 1.5 0.0
RSHE KAOB/RSHE.md3 3.0 0.0
RSHE KAOB/RSHL.md3 3.0 0.0
RSPR OBJE/RSPR.md3 2.7 0.0
SHAD KAOB/OSHD.md3 7.0 0.0
SHADOW KAPL/KSHADOW.md3 3.0 0.0
SHRP ENMY/SHRP.md3 3.0 0.0
SHTV OBJE/SHTV.md3 1.5 0.0
SIGN OBJE/SIGN.md3 3.0 0.0
SILVER KAPL/KSILVER.md3 3.0 0.0
SKIM ENMY/SKIM.md3 3.0 0.0
SMCE OBJE/SMCE.md3 3.0 0.0
SMKP KAOB/SMKP.md3 3.0 0.0
SNLR ENMY/SNLR.md3 2.0 0.0
SONIC KAPL/KSONIC.md3 3.0 0.0
SPBM KAOB/SPBM.md3 3.0 0.0
SPOS ENMY/SPOS.md3 3.0 0.0
SPRB OBJE/SPRB.md3 3.0 0.0
SPRR OBJE/SPRR.md3 3.0 0.0
SPRY OBJE/SPRY.md3 3.0 0.0
SPSH ENMY/SPSH.md3 3.0 0.0
SPSP OBJE/SPRP.md3 3.0 0.0
SRBX OBJE/SRBX.md3 1.5 0.0
SSHL ENMY/SSHL.md3 3.0 0.0
SSMN KAOB/SSMN.md3 3.0 0.0
STPT OBJE/STPT.md3 2.0 0.0
TAILS KAPL/KTAILS.md3 3.0 0.0
TCTV OBJE/TCTV.md3 1.5 0.0
THNS KAOB/THNS.md3 3.0 0.0
THOK OBJE/THOK.md3 3.0 0.0
THWP KAOB/THWP.md3 3.0 0.0
TNCA OBJE/SHED.md3 3.0 0.0
TNCN OBJE/SHED.md3 3.0 0.0
TOKE OBJE/TOKE.md3 3.0 0.0
TURR ENMY/TURR.md3 3.0 0.0
UNID ENMY/UNID.md3 3.0 0.0
VECTOR KAPL/KVECTOR.md3 3.0 0.0
VLTR ENMY/VLTR.md3 2.8 0.0
WHTV OBJE/WHTV.md3 1.5 0.0
WIND OBJE/WIND.md3 3.0 0.0
WONDERBOY KAPL/KLIZARD.md3 3.0 0.0
YELW OBJE/THOK.md3 3.0 0.0
YLTV OBJE/YLTV.md3 1.5 0.0
YSPR OBJE/YSPR.md3 2.7 0.0
SPRG KAOB/SPRG.md3 2.7 0.0
